"restaurant" "phone" "street" "city" "state" "zip" "menu" "category" "item" "price" "low" "high"
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Steak Platters" "Ribeye Platter (10 Oz.)" "20.99" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Steak Platters" "New York Platter (1/2 Lb.)" "17.99" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Steak Platters" "Filet Mignon Platter (5 Oz.)" "18.99" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Steak Platters" "Top Sirloin Platter" "15.99" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Steak Platters" "Chicken Fried Steak Platter" "10.99" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Steak Platters" "BBQ Sausage Platter" "9.99" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Sides" "Shrimp Cocktail" "9" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Sides" "Sausage Bites" "7" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Sides" "Steak Fries" NA "0.99" "2"
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Sides" "Grilled Green Chile" "2.5" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Sides" "Button Mushrooms" "4" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Sides" "Ranch-Style Beans" NA "0.99" "3"
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Sides" "Pineapple Coleslaw" NA "0.99" "3"
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Sides" "Grilled Onions, BBQ Sauce or Pico De Gallo" "0.5" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Sides" "Tampiquena Topping" "2.5" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Sides" "Coleslaw or Beans To Go" "4.5" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Seafood" "Fresh Grilled Salmon" NA "11.99" "20.99"
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Seafood" "Grilled Rainbow Trout" "16.99" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Seafood" "Beer-Battered Fish" "15.99" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Seafood" "Jumbo Shrimp (Beer Battered or Scampi)" NA "13.99" "23.99"
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Seafood" "Ribeye & Shrimp  (Beer-Battered or Scampi)" "27.99" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Seafood" "Grilled Lobster Tail" "60" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "From The Grill" "Chicken Platter" "15.99" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "From The Grill" "BBQ Sausage" "15.99" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "From The Grill" "BBQ Chicken & Sausage" "15.99" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "From The Grill" "Grilled Portabella Mushroom" "12.99" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "From The Grill" "Share A Meal Extra Plate" "5.5" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "From The Grill" "Atkins Plate" "5.5" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "From The Grill" "Empty Plate" "4.99" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Chicken & Fish" "Chicken" NA "7.5" "9.99"
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Chicken & Fish" "Grilled Salmon Platter" "11.99" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Chicken & Fish" "Shrimp Platter" NA "13.99" "23.99"
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Chicken & Fish" "Beer-Battered Haddock" NA "7.5" "9.99"
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Chicken & Fish" "Broiled Haddock Platter" NA "7.5" "9.99"
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Chicken & Fish" "Grilled Trout Platter" "16.99" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Starters & Add-Ons" "Green Chile Chicken Corn Chowder" "4.5" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Starters & Add-Ons" "Shrimp Cocktail" "9" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Starters & Add-Ons" "Sausage Bites" "7" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Starters & Add-Ons" "Mushrooms" "4" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Starters & Add-Ons" "Green Chiles" "2.5" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Starters & Add-Ons" "Portabella Cap Appetizer" "5" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Starters & Add-Ons" "Tampiquena Topping" "2.5" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Starters & Add-Ons" "Grilled Onion Topping" "0.5" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Starters & Add-Ons" "Add 1/2 Sausage" "7" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Starters & Add-Ons" "Add 1/2 Shrimp" "10" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "menu" "Starters & Add-Ons" "Add 1/2 Grilled Lobster (7-8 Oz.)" "35" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "lunch" "Lighter Lunch" "Mandarin Salmon Salad" "11.99" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "lunch" "Lighter Lunch" "Mandarin Chicken Salad" "8.99" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "lunch" "Lighter Lunch" "Crunchy Chicken Salad" "8.99" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "lunch" "Lighter Lunch" "Portabella Platter" "7.99" NA NA
"Great American Land & Cattle Company" "505-292-1510" "1550 Tramway Blvd NE" "Albuquerque" "NM" "87112" "lunch" "Lighter Lunch" "Green Chile Chicken Corn Chowder" NA "4.5" "6.5"
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Omelets" "Ham & Cheese" "6.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Omelets" "Bacon & Green Chile" "6.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Omelets" "Hannahss Omelet" "7.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Omelets" "Nates Omelet" "7.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Omelets" "Spinach & Mushroom" "6.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Omelets" "Cream Cheese & Avocado" "6.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Burritos" "Traditional" "6.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Burritos" "Steak & Egg" "8.49" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Burritos" "Green Chile Burrito" "6.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Burritos" "Carne Adovada Burrito" "7.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Burritos" "Veggie Burrito" "7.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Local Flavor" "Carne Con Huevos" "6.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Local Flavor" "Breakfast Enchiladas" "6.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Local Flavor" "Eggs Benedict De Nuevo Mexico" "8.49" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Local Flavor" "Huevos Rancheros" "6.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Local Flavor" "New Mexico Breakfast Bagel" "6.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Local Flavor" "New Mexico Heavenly Hash" "7.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Local Flavor" "Breakfast Tacos" "6.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Local Flavor" "Breakfast Quesadilla" "4.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Local Flavor" "Albuquerque Quesadilla" "6.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Local Flavor" "Carne Adovada Breakfast Enchiladas" "8.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Traditional Favorites" "Eggs Benedict" "7.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Traditional Favorites" "Eggs Benedict Florentine" "7.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Traditional Favorites" "Quiche Of The Day" "6.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Traditional Favorites" "2 Egg Comfort" "6.49" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Traditional Favorites" "French Toast" "5.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Lite Side Breakfast Entrees" "Huevos Rancheros" "5.49" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Lite Side Breakfast Entrees" "Eggs Benedict" "5.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Lite Side Breakfast Entrees" "Eggs Benedict Florentine" "5.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Lite Side Breakfast Entrees" "1 Egg Comfort" "4.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Just For KIds" "Kid Cakes" "2.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Just For KIds" "Jr. French Toast" "2.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Just For KIds" "Kid Corral" "2.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Just For KIds" "Just right burrito" "2.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Just For KIds" "Little Nipper" "1.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Just For KIds" "Kid Drink" "0.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Just For KIds" "Kid Juice" "1.49" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Sides" "Smothered Hash Browns" "3.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Sides" "Bacon  Or Grilled Ham" "1.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Sides" "Sausage Patties (2)" "2.49" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Sides" "2 Slices Of Toast" "1.25" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Sides" "Grilled Tortilla" "0.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Sides" "Diced Potatoes" "1.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Sides" "Hash Browns" "1.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Sides" "Toasted Bagel" "1.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Sides" "Southwest Bagel" "3.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Sides" "Pancakes" NA "1.5" "4.5"
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Sides" "French Toast (1)" "3" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Sides" "English Muffin" "1.49" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Sides" "Oatmeal Plain Or With 2 Mixers" NA "3.49" "4.49"
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Beverages" "Coffee" "1.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Beverages" "Juice" NA "1.99" "2.49"
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Beverages" "Milk" "1.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Beverages" "Iced Tea" "1.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Beverages" "Hot Chocolate" "1.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Beverages" "Hot Tea" "1.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Beverages" "Sodas" "1.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Coffee Specialty Drinks Available" "Cappuccino Or Latte" "2.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Coffee Specialty Drinks Available" "Mocha" "3.49" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Coffee Specialty Drinks Available" "Espresso" NA "1.49" "1.99"
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "menu" "Coffee Specialty Drinks Available" "Flavoring" "0.5" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Appetizers" "Southwest Melt" "4.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Appetizers" "Carne Adovada Crisp" "5.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Appetizers" "Grilled Veggie Wrap" "5.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Garden Fresh Salads" "Pan Seared Pacific Wild Salmon" "8.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Garden Fresh Salads" "Citrus Chicken Salad" "6.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Garden Fresh Salads" "Cajun Chicken Pasta Salad" "7.49" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Garden Fresh Salads" "Grilled Tuna Steak Salad" "7.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Garden Fresh Salads" "Steamed Veggie Salad" "6.49" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Garden Fresh Salads" "Spinach Salad" "5.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Garden Fresh Salads" "Grilled Portabella Salad" "7.49" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Sandwich Board" "Honey Ham & Swiss" "6.29" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Sandwich Board" "Mesquite Turkey" "6.29" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Sandwich Board" "Rio Roast Beef" "6.29" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Hot From The Grill" "Tuscan Meatloaf Sandwich" "6.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Hot From The Grill" "Beef & Bleu" "6.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Hot From The Grill" "Grande Beef" "6.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Hot From The Grill" "Grilled Chicken Breast" "6.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Hot From The Grill" "Grilled Portabella" "7.49" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Hot From The Grill" "Rio Grande Turkey" "6.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Hot From The Grill" "Chicken Pesto Sandwich" "7.49" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Hot From The Grill" "Nates Melt" "7.49" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Hot From The Grill" "Steak Sandwich" "7.49" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Hot From The Grill" "Rio Grande Club" "7.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Hot From The Grill" "New Mexico BLT" "6.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Hot From The Grill" "Grilled Veggie Sandwich" "7.49" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Hot From The Grill" "Bosque Grilled Cheese" "6.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "New Mexican Food Favorites" "Combination Plate" "8.49" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "New Mexican Food Favorites" "Enchilada Plate" "7.49" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "New Mexican Food Favorites" "Taco Plate" "6.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "New Mexican Food Favorites" "Fish Tacos" "8.49" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "New Mexican Food Favorites" "Beef Burrito" "7.49" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "New Mexican Food Favorites" "Chicken Burrito" "7.49" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "New Mexican Food Favorites" "Combination Burrito" "7.49" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "New Mexican Food Favorites" "Chile Relleno Plate" "8.49" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "New Mexican Food Favorites" "Green Chile Stew" NA "2.99" "4.99"
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "The Lite Side" "The Lite Side" "5.49" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Kids Meals" "Kids Meals" "2.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Kids Meals" "Pint Sized Chef Salad" "3.29" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Kids Meals" "1/2 Sandwich" "1.99" NA NA
"Hannah & Nates Market Cafe" "505-922-1155" "6251 Riverside Plaza Ln NW" "Albuquerque" "NM" "87120" "lunch" "Kids Meals" "Finger Friendly" "1.99" NA NA
